"calc_ident_id","rr_min","rr_max","rr_mean","rr_max_min_rel","sdnn","sd1","sd2","rmssd","pnn50","power_hf","power_lf","power_lf_hf","power_total","power_vlf"
"3963",38041,1012,1810,1427.24,1.79,155.19,84.57,202.53,119.6,61.44,2754.57,3512.15,1.28,7303.15,944.94
"3964",38043,927,2021,1262.59,2.18,159.52,80.38,210.79,113.67,65.94,4831.61,5245.77,1.09,10419.66,149.99
"3965",38044,1038,1732,1341.34,1.67,129.68,80.7,164.69,114.12,69.58,3990.42,3277.37,0.82,7491.03,196.45
"3966",38045,1018,1798,1356.33,1.77,163.21,88.91,213,125.73,70.24,4113.08,5249.68,1.28,9767.02,316.67
"3967",38046,930,1892,1342.87,2.03,183.92,103.81,238.49,146.81,71.4,5934.72,5691.45,0.96,12304.27,836.98
"3968",38048,1085,1844,1527.02,1.7,128.09,92.85,155.54,131.31,73.9,3206.86,7309.72,2.28,11014.08,607.95
"3969",38051,1058,1668,1310.74,1.58,116.63,76.21,146.28,107.78,71.83,3393.35,2262.7,0.67,6115.24,427.72
"3970",38052,1014,1638,1289.94,1.62,124.35,80.13,156.54,113.32,70.86,3633.92,2380.49,0.66,6358.65,177.8
"3971",38054,1053,1603,1277.08,1.52,112.73,71.32,142.58,100.86,61.75,2730.92,3315.52,1.21,6248.6,156.89
"3972",38057,935,2100,1291.47,2.25,177.54,84.49,236.44,119.49,66.51,2767.04,5724.19,2.07,9351.81,842.68
"3973",38060,1000,1439,1187.94,1.44,75.35,45.76,96.23,64.72,47.56,1252.75,1078.46,0.86,2410.54,52.77
"3974",38063,1032,1770,1358.49,1.72,137.57,83.76,175.6,118.45,70.37,3606.36,1519.18,0.42,5212.82,140.49
"3975",38064,1143,1806,1450.26,1.58,140.1,93.72,174.56,132.54,74.46,3534.68,4296.47,1.22,8282.3,322.52
"3976",38069,983,1647,1267.54,1.68,125.72,70.38,163.27,99.53,62.99,2548.17,5338.77,2.1,8113.49,204.86
"3977",38072,1075,1764,1329.19,1.64,128.35,76.96,164.39,108.83,66.79,2960.41,2635.45,0.89,5784.31,114.44
"3978",38073,1010,1755,1332.45,1.74,141.77,93.27,177.48,131.9,72.95,4465,1707.47,0.38,6298.51,118.28
"3979",38074,1016,1736,1309.12,1.71,150.23,90.29,192.32,127.69,72.73,4536.4,2773.15,0.61,7529.44,178.57
"3980",38075,1090,1767,1397.17,1.62,129.6,80.59,164.61,113.97,74.57,3136.72,1513.55,0.48,4748.6,112.77
"3982",38076,975,1736,1318.47,1.78,131.64,75.28,170.27,106.46,71.18,2836.31,2243.58,0.79,5632.85,529.16
"3983",38079,1065,1771,1394.41,1.66,133.21,93.66,163.45,132.46,77.35,4773.45,2707.04,0.57,7733.1,250.02
"3984",38081,982,1661,1279.4,1.69,137.51,70,181.43,99,58.11,2227.72,2440.86,1.1,5024.66,229.73
"3985",38084,992,1844,1426.15,1.86,169.35,117.12,208.9,165.64,80.14,6068.54,4498.37,0.74,10983.22,394.76
"3986",38085,988,1722,1312.82,1.74,138.05,84.53,175.98,119.55,70.87,3940,2253.62,0.57,6748.71,435.43
"3987",38086,923,1746,1313.38,1.89,163.5,97.51,209.66,137.9,76.91,5927.87,4640.24,0.78,11315.79,526.34
"3988",38090,1043,1710,1305.99,1.64,136.46,83.72,173.88,118.4,67.74,4477.08,2262.27,0.51,6848.92,121.99
"3989",38093,1010,1709,1341.03,1.69,144.94,81.28,188.17,114.94,72.32,3330.35,1954.99,0.59,5597.61,264.59
"3990",38096,927,1435,1109.98,1.55,96.36,44.37,128.85,62.74,40.61,1196.32,1671.69,1.4,2978.13,57.87
"3991",38097,992,1701,1370.91,1.71,138.05,100.09,167.62,141.55,78.57,4949.82,1860.73,0.38,6955.87,57.04
"3992",38098,966,1693,1351.82,1.75,122.43,75.96,155.59,107.43,58.86,3354.58,4840.85,1.44,8758.12,233.4
"3993",38099,783,1770,1336.19,2.26,169.82,92.47,221.65,130.77,71.6,4399.93,3998.26,0.91,8653.98,243.12
"3994",38102,1052,1677,1377.56,1.59,128.08,82.23,161.39,116.29,72.9,3514.07,2047.43,0.58,5876.36,239.05
"3995",38104,983,1727,1224.46,1.76,136.18,68.44,180.02,96.78,58.89,2814.38,1837.1,0.65,5096.82,365.46
"3996",38108,1080,1770,1371.71,1.64,137.55,78.91,177.8,111.6,68.78,3378.01,2943.64,0.87,6698.79,369.06
"3997",38109,987,1718,1271.58,1.74,159.21,83.14,209.24,117.58,60,4057.72,4976.17,1.23,9386.62,116.9
"3998",38111,1105,1842,1405.02,1.67,152.77,83.87,199.11,118.61,70.42,4400.39,1558.9,0.35,6166.97,187.61
"3999",38112,921,1574,1191.89,1.71,112.1,70.28,142.1,99.39,64.45,2920.53,1417.75,0.49,4602.8,253.05
"4000",38114,1250,1807,1490.83,1.45,111.34,103.08,119.03,145.78,79.91,4368.52,1617.3,0.37,6092.16,89.13
"4001",38117,631,2187,1288.53,3.47,152.89,74.99,202.8,106.07,65.09,4177.85,2180.53,0.52,6705.54,324.83
"4002",38118,1151,1800,1458.27,1.56,138.04,104.59,164.84,147.91,79.22,4483.16,2506.53,0.56,7108.24,108.69
"4003",38119,946,1816,1293.74,1.92,158.22,86.44,206.39,122.25,68.56,4037.4,2579.8,0.64,6773.04,199.24
"4004",38120,921,1855,1332.35,2.01,204.34,98.41,271.71,139.17,67.99,4404.31,7192.42,1.63,12543.87,683.75
"4005",38122,999,1631,1292.97,1.63,113.99,83.17,138.09,117.63,71.7,4903.76,2148.65,0.44,7731.86,506.94
"4006",38124,1035,1808,1314.76,1.75,142.29,83.48,183.1,118.05,71.77,4101.05,2735.76,0.67,7408.52,509.35
"4007",38126,700,1726,1288.53,2.47,154.41,81.4,202.63,115.13,63.93,3882.32,3170.34,0.82,7697.94,580.97
"4008",38127,1000,1741,1303.57,1.74,138.96,79.07,179.91,111.83,69.45,3704.99,1745.9,0.47,5615.99,80.74
"4009",38129,1064,1761,1330.2,1.66,133.89,79.28,171.95,112.12,66.94,3299.96,2017.93,0.61,5314.03,80.02
"4010",38130,1071,1782,1418.52,1.66,148.63,79.82,194.45,112.89,62.41,4416.49,2714.31,0.61,7237.19,69.57
"4011",41465,938,1717,1286.52,1.83,150.53,70.92,200.72,100.29,57.84,1861.26,2212.72,1.19,4561.84,393.75
"4012",38135,1084,1873,1523.81,1.73,130.7,95.45,158.29,134.99,75,3557.39,5657.46,1.59,9671.89,357.47
"4013",38140,854,1456,1174.2,1.7,106.45,52.48,141.1,74.22,49.9,1769.96,1922.73,1.09,3984.13,188.8
"4014",38146,1030,1708,1294.33,1.66,141.81,84.82,181.73,119.95,73.06,3593.14,1227.65,0.34,4924.54,91.1
"4015",38147,1126,1793,1354.38,1.59,134.4,79.64,172.58,112.62,66.85,3177.83,2463.68,0.78,5880.46,165.13
"4016",38151,1103,1839,1414.25,1.67,146.16,84.66,188.57,119.73,71.4,3821.43,1588.38,0.42,5620.97,140.01
"4017",38153,1049,1546,1234.63,1.47,82.87,57.62,102.05,81.49,60.62,2143.65,776.39,0.36,3047.75,99.72
"4018",38155,944,1741,1355.89,1.84,140.88,92.68,176.37,131.06,75.33,4582.36,1942.58,0.42,6712.3,166.66
"4019",38156,1022,1556,1242.41,1.52,107.24,64.12,137.44,90.68,62.42,2344.02,949.8,0.41,3457.92,145.62
"4020",38157,1056,1690,1307.65,1.6,129.6,70.67,169.11,99.94,66.94,2959.06,2418.36,0.82,5551.16,93.64
"4021",38158,991,1729,1370.16,1.74,138.23,94.58,171.08,133.75,77.3,6362.73,2711.2,0.43,9678.49,437.01
"4022",38161,1063,1806,1371.35,1.7,156.83,80.59,206.63,113.98,65.86,2886.8,5032.07,1.74,8124.21,233.87
"4023",38162,1057,1775,1320.52,1.68,114.79,75.01,143.97,106.07,72.8,2988.88,1074.92,0.36,4381.23,280.78
"4024",38164,635,1542,1112.5,2.43,144.77,48,199.03,67.88,40.6,1303.45,4877.74,3.74,7027.42,747.41
"4274",43192,971,1702,1285.21,1.75,126.77,63.86,167.52,90.31,58.61,1889.1,2428.38,1.29,5143.54,518.08
"4349",52414,917,1734,1271.27,1.89,135.67,78.66,175,111.24,71.64,3629.52,1339.29,0.37,5159.66,162.03
"4363",47838,913,1625,1237.39,1.78,122.54,84.6,151.25,119.64,69.51,4134.17,2082.9,0.5,6742.2,428.22
"4364",48994,878,1506,1139.04,1.72,118.5,66.98,153.61,94.73,57.4,3243.13,2402.92,0.74,5872.34,128.24
"4374",55977,986,1691,1266.18,1.72,136.23,92.4,169.05,130.68,74.35,5631.35,4156.12,0.74,10319.39,280.59
"4381",47348,899,1521,1127.34,1.69,99.79,46.51,133.24,65.78,43.22,1210.36,697.27,0.58,2024.6,89.45
"4387",53876,1059,1797,1410.91,1.7,156.51,109.74,192.22,155.2,81.99,7241.46,3988.95,0.55,11334.76,46
"4391",44130,906,1847,1347.09,2.04,188.41,104.32,245.18,147.53,70.95,5049.38,6627.16,1.31,11829.46,21.54
"4429",46562,896,1607,1222.8,1.79,145.12,81.19,188.49,114.83,66.73,4503.52,2273.98,0.5,7478.72,690.5
"4447",46289,863,1586,1115.19,1.84,83.84,47.9,108.46,67.74,46.57,1122.51,864.85,0.77,2127.67,133.81
"4465",48289,1005,1788,1306.5,1.78,141.88,90.9,178.88,128.56,74.34,6084.92,1608.91,0.26,7706.68,32.98
"4476",54439,959,1641,1232.31,1.71,134.12,76.95,173.36,108.82,63.9,3527.06,2123.81,0.6,5707.13,42.21
"4545",53229,1052,1797,1441.81,1.71,148.17,107.61,179.8,152.19,78.8,6585.38,4908.51,0.75,12156.09,454.06
"4558",50848,916,1642,1255.09,1.79,135.91,63.63,181.37,89.98,48.52,2033.91,2673.41,1.31,5159.29,411.72
"4601",51794,1016,1707,1316.83,1.68,136.42,92.75,169.17,131.17,74.93,5131.23,3568.7,0.7,9418.67,321.64
"4603",53154,950,1781,1364.66,1.87,181.89,100.53,236.77,142.17,70.92,4965.32,3718.17,0.75,9956.63,934.82
"4625",55334,1024,1681,1321.13,1.64,141.26,92.77,176.93,131.19,76.52,4626.32,3788.85,0.82,8617.85,93.88
"4626",56060,1016,1571,1321.43,1.55,110.28,83.27,131.87,117.77,77.37,4009.02,2212.59,0.55,6502.75,271.5
"4635",49765,909,1669,1243.25,1.84,152.56,86.21,197.78,121.91,65.97,5054.34,2506.26,0.5,7984.75,338.25
"4638",52485,929,1652,1190.63,1.78,141.35,66.94,188.36,94.67,59.17,3166.9,1856.2,0.59,5173.58,133.52
"4646",45075,800,1407,1089.29,1.76,127.42,46.28,174.16,65.44,35.89,1116.61,3319.28,2.97,4855.4,191.9
"4649",47398,843,1373,1072.91,1.63,104.85,46.1,140.93,65.2,41.08,1204.24,1273.84,1.06,2588.16,32.9
"4670",47941,509,2084,1079.24,4.09,280.12,84.32,387.07,119.34,45.69,5293.85,16414.64,3.1,23105.43,1418.6
"4703",45091,998,1903,1419.32,1.91,175.19,118.76,217.44,167.95,78.72,7226.07,7953.99,1.1,16529.19,1258.7
"4704",46337,855,2087,1188.69,2.44,172.15,81.84,229.29,115.77,56.91,8429.71,16950.03,2.01,27504.06,1478.19
"4708",49051,960,1638,1227.67,1.71,140.96,83.48,181.02,118.07,64.45,4539.82,4275.23,0.94,9027.27,144.61
"4748",53941,1048,1811,1400.51,1.73,135.67,103.04,161.85,145.72,78.11,5731.07,3434.14,0.6,9393.24,142.88
"4758",46634,998,1725,1289.6,1.73,135.29,85.8,171.01,121.34,68.97,4475.89,3412.07,0.76,8023.28,82.65
"4761",48333,951,1563,1198.41,1.64,102.08,61.11,130.79,86.42,60.73,2400.29,2415,1.01,5363.31,544.48
"4778",47948,961,1654,1215.58,1.72,136.45,82.64,174.38,116.88,67.73,4262.18,2306.72,0.54,6968.77,242.53
"4823",44214,984,1790,1344.73,1.82,176.14,94.29,230.56,133.35,71.11,4077.08,5326.23,1.31,9687.52,157.49
"4939",51881,833,1610,1140.88,1.93,144.11,62.16,194.09,87.9,43.3,1919.35,3321.07,1.73,5429.36,99.07
"4966",50898,921,1810,1355.88,1.97,165.88,92.4,215.63,130.67,69.32,4087.01,3668.14,0.9,7889.74,68.05
"4977",47460,997,1708,1345.9,1.71,147.95,93.04,187.41,131.59,77.55,3990.06,3272.99,0.82,8039.72,675.74
"4987",52545,1102,1790,1475.57,1.62,136.43,124.6,147.31,176.22,82.88,6152.35,6327.51,1.03,12789.76,185.59
"4992",56134,985,1654,1371.05,1.68,133.35,88.4,166.58,125.01,74.7,3341.59,2080.95,0.62,5702.14,129.52
"4995",46379,880,1591,1159.52,1.81,117.59,62.89,153.95,88.94,62.42,2587.39,1623.63,0.63,4784.07,523.29
"4998",47982,670,1653,1251.83,2.47,146.71,94.06,184.93,133.15,68.81,5185.91,3420.88,0.66,9026.86,387.51
"5005",54545,979,1820,1437.75,1.86,163.35,119.06,197.97,168.38,80.78,7539.87,7337.8,0.97,15476.01,329.05
"5008",44272,1048,1826,1332.53,1.74,164.58,109.51,205.38,154.87,75.79,5357.99,1923.1,0.36,7858.66,355.81
"5034",53328,1037,1827,1364.48,1.76,167.23,111.2,208.73,157.26,77.71,7487.95,5187.14,0.69,12773.31,236.48
"5061",49120,1049,1813,1468.34,1.73,151.21,103.01,187.4,145.68,70.78,2976.77,3274.16,1.1,6419.94,129.26
"5062",50049,991,1552,1249.11,1.57,100.67,75.74,120.55,107.12,68.84,2967.97,1401.56,0.47,4478.32,94.64
"5088",45169,889,1701,1228.61,1.91,140.2,88.62,177.37,125.32,67.71,5346.95,4328.46,0.81,10421.17,728.3
"5090",46695,854,1630,1081.06,1.91,124.28,52.45,167.75,74.17,41.59,1169.99,1078.11,0.92,2352.26,68.79
"5093",48451,985,1719,1313.31,1.75,161.67,104.07,203.58,147.18,75.06,5635.39,3064.97,0.54,9551.79,820.06
"5101",55485,968,1836,1335.02,1.9,153.28,119.4,180.93,168.85,80.72,9441.61,3765.19,0.4,13488.9,256.08
"5130",50959,1041,1683,1307.5,1.62,145.3,94.41,182.51,133.52,64.4,4222.81,3409.6,0.81,8173.64,509.89
"5174",46420,851,1314,1077.2,1.54,83.82,40.84,111.28,57.76,37.97,1260.15,1600.03,1.27,3320.19,306.09
"5184",53388,1017,1842,1498.67,1.81,148.98,94.93,188.09,134.25,73.62,3407.64,5509.43,1.62,9288.56,311.59
"5192",47508,1103,1729,1392.18,1.57,130.92,111.5,147.81,157.68,82.6,5969.63,4124.04,0.69,10254.58,184.64
"5193",48030,1049,1767,1422.22,1.68,144.13,103.47,175.61,146.33,77.86,5405.59,2670.33,0.49,8370.45,255.58
"5238",51941,924,1832,1374.02,1.98,174.51,96.22,227.27,136.07,68.59,6005.9,3868.9,0.64,9815.63,108.89
"5244",50103,501,1951,970.28,3.89,217.73,58.77,302.26,83.13,32.75,1050.96,3902.3,3.71,5473.56,514.22
"5264",46725,850,1499,1123.73,1.76,109.07,60.45,141.91,85.49,49.72,1404.31,1507.55,1.07,3057.84,106.07
"5272",52604,1040,1779,1331.03,1.71,165.46,105.43,208.9,149.1,70.4,6796.99,6539.3,0.96,13484.33,105.86
"5275",54633,905,1801,1361.49,1.99,176.94,101.85,228.56,144.04,75.54,5499.52,4029.15,0.73,9807.33,81.18
"5277",44341,912,1805,1184.1,1.98,169.79,105.18,215.86,148.75,61.13,6990.4,3123,0.45,10392.52,194.39
"5279",49170,1046,1795,1386.71,1.72,149.8,96.63,188.53,136.65,76.51,4856.08,2845.94,0.59,7893.74,175.57
"5288",54017,1010,1747,1383.23,1.73,148.07,98,185.06,138.59,76.98,4969.2,2968.48,0.6,8172.83,179.97
"5296",51104,964,1587,1240.1,1.65,114.07,55.79,151.37,78.9,44.49,1529,1526.65,1,3180.57,108.12
"5319",55553,1184,1850,1483.44,1.56,144.73,118.48,166.9,167.56,81.82,7578.36,5115.48,0.68,12923.64,154.35
"5323",46492,969,1759,1368.29,1.82,163.52,100.24,208.4,141.76,75.19,4545.42,4427.97,0.97,9471.6,289.73
"5446",48508,866,1664,1134.38,1.92,140.45,67.59,186.77,95.59,51.43,2268.34,3577.04,1.58,6436.91,479
"5478",45355,930,1683,1182.89,1.81,135.63,63.27,181.07,89.48,49.06,2270.01,1680.3,0.74,4325.55,349.53
"5516",50141,914,1668,1243.53,1.82,117.24,76.15,147.28,107.69,66.73,3206.52,1713.99,0.53,5036.61,141.61
"5517",50143,533,2179,1048.02,4.09,212.23,72.45,291.26,102.47,42.97,3819.07,7022.52,1.84,11725,835.2
"5539",47733,1001,1708,1278,1.71,136.21,86.01,172.36,121.64,73.95,3832.28,1251.45,0.33,5203.13,122.99
"5560",49259,992,1618,1249.96,1.63,132.14,81.4,168.22,115.11,69.23,3314.79,2496.55,0.75,6020.52,99.8
"5561",53449,1020,1918,1435.19,1.88,151.1,90.22,193.71,127.6,72.05,3091.95,5647.22,1.83,9105.38,256.72
"5577",52028,1012,1742,1395.74,1.72,165.57,98.76,212.31,139.66,76.17,4258.05,4188.03,0.98,8746.7,244.65
"5581",44425,960,1771,1306.14,1.84,155.42,95.25,198.09,134.7,66.89,4161.69,4113.08,0.99,8995.46,587.8
"5596",45366,878,1518,1193.99,1.73,106.62,62.38,137.27,88.22,60.54,2473.43,2423.44,0.98,5127.55,207.83
"5597",46891,743,1483,1113.29,2,127.76,57.49,171.29,81.31,49.72,3008.79,3533.26,1.17,7861.91,1094.29
"5609",54889,976,1816,1405.33,1.86,174.82,106.46,223.14,150.56,79.9,6427.03,4167.54,0.65,10960.81,162.81
"5626",48552,979,1795,1307.11,1.83,148.78,74.05,196.95,104.72,57.46,1728.41,3495.47,2.02,5544.49,290.76
"5644",51249,1046,1720,1343.95,1.64,133.94,107.84,155.72,152.51,78.73,8654.62,2334.18,0.27,11198.06,132.43
"5649",55620,1001,1941,1393.73,1.94,167.24,107.8,210.52,152.45,79.52,7213.07,5842.09,0.81,13408.8,132.53
"5675",44493,974,1772,1336.59,1.82,159.66,107.19,198.73,151.59,75.85,6546.8,8220.65,1.26,15339.5,353.99
"5717",54065,877,1660,1217.95,1.89,157.61,78.98,208.43,111.7,61.96,3082.32,4130.99,1.34,7720.86,392.33
"5740",52711,1062,1966,1480.28,1.85,168.56,103.1,214.93,145.8,76.83,6341.2,7847.09,1.24,14636.65,498.21
"5755",54952,1063,1734,1393.28,1.63,147.12,101.33,181.72,143.3,75.72,6092.77,3439.31,0.56,9799.31,148.39
"5772",46944,999,1685,1367.8,1.69,129.93,97.88,155.51,138.43,77.86,4630.14,3651.8,0.79,8787.23,167.01
"5775",49334,908,1733,1364.41,1.91,165.77,101.46,211.34,143.49,75.29,4989.64,6124.89,1.23,11553.25,426.69
"5801",47789,949,1530,1170.21,1.61,110.07,65.85,141.05,93.12,61.62,3387.12,1256.53,0.37,4890.37,253.21
"5814",48607,989,1765,1300.37,1.78,178.1,92.5,234.27,130.82,65.48,4874.52,3982.67,0.82,9122.03,232.61
"5818",52091,1025,1974,1397.23,1.93,191.75,120.66,242.85,170.64,76.64,8554.06,5687.76,0.66,14614.74,196.73
"5820",53531,931,1627,1265.76,1.75,139.6,77.17,181.72,109.14,66.03,3501.19,2596.19,0.74,6418.5,282.29
"5830",51354,1041,1690,1403.37,1.62,118.23,83.33,144.96,117.84,78.6,3551.37,2408.24,0.68,6101.63,243.99
"5852",44593,946,1686,1260.83,1.78,143.94,85.39,184.79,120.76,67.17,4484,7031.59,1.57,11726.96,113.75
"5866",55698,1070,1664,1312.53,1.56,135.38,111.06,155.95,157.06,75.58,7127.35,5262.66,0.74,13507.02,987.48
"5995",54133,1007,1729,1310.25,1.72,141.76,100.69,173.36,142.4,75.16,6176.5,3163.61,0.51,9615.49,239.41
"6012",55024,1034,1778,1392.52,1.72,137.53,79.24,177.62,112.06,60.53,2887.43,2247.5,0.78,5231.08,40.77
"6018",48649,926,1811,1350.76,1.96,150.64,115.93,178.73,163.96,84.35,7826.6,2558.96,0.33,10510.66,142.03
"6023",52760,911,1713,1272.62,1.88,170.2,97.24,220.18,137.51,70.39,5937.86,3644.15,0.61,9735.92,76.67
"6065",46988,970,1863,1428.75,1.92,181.58,112.57,230.81,159.19,76.2,5399.25,4161.99,0.77,10128.08,316.84
"6067",49405,954,1582,1183.32,1.66,127.41,64.34,168.31,90.99,58.4,2726.34,2220.76,0.81,5252.79,223.66
"6093",52169,1018,1805,1443.64,1.77,150.37,121.92,174.23,172.43,81.16,7359.64,7591.26,1.03,15269.42,182.74
"6114",46049,849,1632,1112.1,1.92,124.22,55.52,166.67,78.52,43.23,1584.27,1782.2,1.12,3627.68,188.34
"6115",46052,942,1528,1147.91,1.62,96.56,51.42,126.51,72.71,42.33,1609.02,1886.23,1.17,3614.6,85.41
"6137",55774,1039,1912,1391.07,1.84,147.16,92.52,186.42,130.84,55.37,1341.82,2681.88,2,4129.07,103.66
"6143",50394,852,1595,1199.31,1.87,125.08,63.96,164.92,90.45,51.04,2283.17,2377.07,1.04,5203.01,430.31
"6147",53613,980,1577,1234.04,1.61,122.27,81.44,152.53,115.18,67.92,3892.47,3465.96,0.89,7728.19,325.67
"6165",54218,1121,1794,1457.74,1.6,127.53,93.77,154.06,132.61,75.49,3345.7,6658.37,1.99,10600.5,362.44
"6207",51434,1067,1856,1431.71,1.74,143.71,103.45,174.94,146.3,77.81,8161.99,2994.4,0.37,12065.35,696.49
"6230",44675,901,1433,1149.35,1.59,101.08,54.59,132.12,77.2,52.75,1751.54,1323.42,0.76,3421.49,344.5
"6265",55082,979,1876,1390.22,1.92,163.09,118.74,197.73,167.94,81.35,7650.49,5210.99,0.68,13213.22,312.43
"6280",49461,989,1665,1258.63,1.68,135.14,88.76,169.25,125.53,71.97,5595.49,2935.89,0.52,8606.81,73.23
"6292",48783,912,1716,1257.62,1.88,154.88,96.61,196.57,136.63,68.58,6946.44,2865.23,0.41,10177.8,225.2
"6297",52850,858,1735,1347.64,2.02,165.66,90.6,216.05,128.13,69.53,3133.3,5580.55,1.78,9156.43,187.41
"6315",46073,1022,1718,1341.99,1.68,137.67,91.11,172.06,128.85,75.56,4538.42,2634.33,0.58,7311.49,107.79
"6370",53687,1139,1727,1431.31,1.52,120.98,90.05,145.48,127.35,80.95,3894.86,6592.91,1.69,10776.82,234.76
"6385",55823,925,1820,1282.82,1.97,161.63,107.56,201.69,152.11,78.83,6741.54,3316.9,0.49,10439.79,172.72
"6404",52228,979,1755,1362.84,1.79,148.24,89.67,189.5,126.81,70.94,3067.23,5277.45,1.72,8999.88,327.67
"6415",50503,902,1574,1268.84,1.75,114.92,68.94,147.17,97.5,58.55,2341.98,3849.6,1.64,6409.59,88.74
"6426",47211,986,1491,1216.46,1.51,90.44,76.37,102.6,108.01,72.39,2657.56,1114.21,0.42,4045.74,216.1
"6444",54273,958,1813,1367.85,1.89,156.11,100.83,196.4,142.59,71.39,5237.5,5090.15,0.97,10771.33,463.4
"6449",48894,859,1686,1237.77,1.96,153.43,91.54,196.73,129.46,68.33,4757.15,3408.29,0.72,8375.71,214.29
"6458",44743,501,1752,1167.83,3.5,261.83,113.42,352.49,160.56,70.3,5940.97,3122.79,0.53,8990.28,78.1
"6477",49519,866,1780,1243.89,2.06,180.27,98.46,235.16,139.24,64.38,4172.86,2989.22,0.72,7412.32,223.13
"6481",52931,926,1673,1214.34,1.81,154.36,86.57,200.4,122.43,62.5,4980.43,3958.57,0.79,9278.58,307.23
"6516",51575,996,1765,1270.73,1.77,112.73,78.84,138.56,111.5,68.8,3383.95,2786.72,0.82,6371.16,208.5
"6534",55176,1017,1781,1373.79,1.75,149.7,131.78,165.69,186.37,84.75,10666.39,2763.08,0.26,13672.12,183.4
"6569",55887,913,1729,1189.58,1.89,135.67,86.69,171.17,122.59,59.96,5240.17,3093.24,0.59,8469.31,127.56
"6570",44793,1024,1894,1343.23,1.85,175.09,100.56,226.28,142.21,70.59,5132.48,4844.33,0.94,10183.28,208.91
"6571",46193,917,1635,1191.54,1.78,103.01,60.66,132.45,85.78,62.23,2617.89,1581.82,0.6,4288.27,48.82
"6633",52336,1117,1758,1407.88,1.57,116.8,92.16,137.08,130.33,58.42,1786.91,4537.05,2.54,6489.09,176.9
"6641",48928,1010,1608,1248.2,1.59,111.19,72.83,139.36,103,67.85,2706.51,1882.94,0.7,5137.04,465.67
"6652",47260,723,1404,1129.96,1.94,109.65,51.3,146.34,72.55,45.07,1095.5,1079.32,0.99,2226.03,107.63
"6662",46210,861,1528,1102.52,1.77,109.12,55.8,143.88,78.91,49.66,1887.37,1127.68,0.6,3133.92,81.38
"6724",54380,988,1726,1315.34,1.75,148.77,106.1,181.68,150.04,76.4,6074.55,2402.76,0.4,8534.97,87.59
"6745",53054,967,1703,1245.19,1.76,159.07,81.46,209.69,115.2,65.97,4158.75,2480.12,0.6,7134.4,419.06
"6764",44836,977,1844,1357.61,1.89,187.46,125.59,233.47,177.62,79.06,7517.11,10521.21,1.4,18496.44,595.89
"6774",44867,1035,1740,1313.01,1.68,143.22,96.65,178,136.69,75.39,4099.62,2295.97,0.56,6540.97,113.98
"6776",51728,1009,1712,1279.34,1.7,123.51,91.84,148.58,129.88,73.35,4754.87,1566.03,0.33,6479.18,66.12
"6791",44909,929,1795,1251.04,1.93,160.97,97.73,205.6,138.22,64.2,5929.79,4835.03,0.82,11154.16,293.93
"6799",55268,963,1779,1334.67,1.85,170.43,103.82,217.52,146.83,75.2,5912.7,4474.14,0.76,10639.44,310.93
